word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,Fixation.started,Fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.002862800029106438,0.007186100003309548,1.001786400040146,,,,,,,,,,,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,0,0,0,b,0,0.10671069996897131,None,0,0,0,2,1.0374454000266269,,,,,1.027680800005328,1.0374454000266269,1.50198050000472,1.50198050000472,1.50198050000472,1.6233218000270426,b,0,0.10671069996897131,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,1,1,0,b,1,1.6666451999917626,None,0,1,1,1,1.6409584000357427,,,,,1.6332996999844909,1.6409584000357427,2.1346521000377834,2.1346521000377834,2.1346521000377834,3.802129200019408,b,1,1.6666451999917626,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,2,2,0,b,1,1.7155997999943793,None,0,2,2,3,3.820712700020522,,,,,3.8059995000367053,3.820712700020522,4.301058700017165,4.301058700017165,4.301058700017165,6.018452299991623,b,1,1.7155997999943793,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,3,3,0,r,1,1.2969168999698013,None,0,3,3,0,6.036690300039481,,,,,6.022308900021017,6.036690300039481,6.517727600003127,6.517727600003127,6.517727600003127,7.818243700021412,r,1,1.2969168999698013,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,4,0,1,b,1,1.6162308999919333,None,1,0,4,3,7.836626400006935,,,,,7.8221973000327125,7.836626400006935,8.317635599989444,8.317635599989444,8.317635599989444,9.934582100016996,b,1,1.6162308999919333,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,5,1,1,r,1,1.9663591000135057,None,1,1,5,0,9.95287040004041,,,,,9.938415799988434,9.95287040004041,10.433666400029324,10.433666400029324,10.433666400029324,12.400926500034984,r,1,1.9663591000135057,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,6,2,1,b,1,1.3922396000125445,None,1,2,6,1,12.419311400037259,,,,,12.401985500007868,12.419311400037259,12.90023490000749,12.90023490000749,12.90023490000749,14.300568900012877,b,1,1.3922396000125445,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,7,3,1,r,1,1.2120856000110507,None,1,3,7,2,14.319495100004133,,,,,14.304608100035693,14.319495100004133,14.800151800038293,14.800151800038293,14.800151800038293,16.017480400041677,r,1,1.2120856000110507,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,8,0,2,b,1,1.0079560999874957,None,2,0,8,1,16.03565850004088,,,,,16.02188340004068,16.03565850004088,16.516364399984013,16.516364399984013,16.516364399984013,17.533777100034058,b,1,1.0079560999874957,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,9,1,2,r,1,0.907005199987907,None,2,1,9,0,17.55275289999554,,,,,17.534677400020882,17.55275289999554,18.033324000018183,18.033324000018183,18.033324000018183,18.950392100028694,r,1,0.907005199987907,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,10,2,2,r,1,2.170877800032031,None,2,2,10,2,18.96863650000887,,,,,18.95472710003378,18.96863650000887,19.449655500007793,19.449655500007793,19.449655500007793,21.63310310000088,r,1,2.170877800032031,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,11,3,2,b,1,1.149349900020752,None,2,3,11,3,21.65173959999811,,,,,21.633962100022472,21.65173959999811,22.132289400033187,22.132289400033187,22.132289400033187,23.282955700007733,b,1,1.149349900020752,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,12,0,3,b,1,1.206849100010004,None,3,0,12,1,23.301610800030176,,,,,23.2869812999852,23.301610800030176,23.782132700027432,23.782132700027432,23.782132700027432,24.999384200025816,b,1,1.206849100010004,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,13,1,3,r,1,0.8994390000007115,None,3,1,13,2,25.017990300024394,,,,,25.003278999996837,25.017990300024394,25.499141000036616,25.499141000036616,25.499141000036616,26.399516100005712,r,1,0.8994390000007115,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,14,2,3,r,1,0.6159548000432551,None,3,2,14,0,26.4179138999898,,,,,26.40367420000257,26.4179138999898,26.89837330003502,26.89837330003502,26.89837330003502,27.515540799999144,r,1,0.6159548000432551,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,15,3,3,b,1,1.2696882999734953,None,3,3,15,3,27.534472800034564,,,,,27.520283000019845,27.534472800034564,28.01539519999642,28.01539519999642,28.01539519999642,29.300967300019693,b,1,1.2696882999734953,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,16,0,4,b,1,0.7529938999796286,None,4,0,16,3,29.32418310001958,,,,,29.301688600040507,29.32418310001958,29.79869080003118,29.79869080003118,29.79869080003118,30.5648332000128,b,1,0.7529938999796286,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,17,1,4,r,1,1.0228599999682046,None,4,1,17,2,30.583425000018906,,,,,30.565714600030333,30.583425000018906,31.06464599998435,31.06464599998435,31.06464599998435,32.09833589999471,r,1,1.0228599999682046,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,18,2,4,b,1,0.781185399973765,None,4,2,18,1,32.11679210001603,,,,,32.10277019999921,32.11679210001603,32.59785690001445,32.59785690001445,32.59785690001445,33.381262100010645,b,1,0.781185399973765,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,19,3,4,r,1,0.8023432000190951,None,4,3,19,0,33.400099500024226,,,,,33.3820917000412,33.400099500024226,33.880959500034805,33.880959500034805,33.880959500034805,34.69822429999476,r,1,0.8023432000190951,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,20,0,5,r,1,1.3321449999930337,None,5,0,20,0,34.71689340000739,,,,,34.699058300000615,34.71689340000739,35.19764640001813,35.19764640001813,35.19764640001813,36.53114610002376,r,1,1.3321449999930337,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,21,1,5,b,1,0.7154633000027388,None,5,1,21,1,36.549739000038244,,,,,36.532026900036726,36.549739000038244,37.030088900006376,37.030088900006376,37.030088900006376,37.74787540000398,b,1,0.7154633000027388,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,22,2,5,r,1,0.7838415000005625,None,5,2,22,2,37.76623519998975,,,,,37.75188270001672,37.76623519998975,38.2471402999945,38.2471402999945,38.2471402999945,39.047014600015245,r,1,0.7838415000005625,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,23,3,5,b,1,1.2550413000280969,None,5,3,23,3,39.06579060002696,,,,,39.047825400019065,39.06579060002696,39.54700130003039,39.54700130003039,39.54700130003039,40.81354480003938,b,1,1.2550413000280969,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,24,0,6,b,1,0.6207978999591433,None,6,0,24,3,40.83252779999748,,,,,40.81436479999684,40.83252779999748,41.31318060000194,41.31318060000194,41.31318060000194,41.947198200039566,b,1,0.6207978999591433,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,25,1,6,b,1,1.0169135000323877,None,6,1,25,1,41.96547739999369,,,,,41.9510675999918,41.96547739999369,42.44667820003815,42.44667820003815,42.44667820003815,43.46415350004099,b,1,1.0169135000323877,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,26,2,6,r,1,0.6161901999730617,None,6,2,26,2,43.48206810001284,,,,,43.46821830002591,43.48206810001284,43.962910200003535,43.962910200003535,43.962910200003535,44.5800745000015,r,1,0.6161901999730617,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,27,3,6,r,1,0.6709505000035278,None,6,3,27,0,44.59877450001659,,,,,44.584346599993296,44.59877450001659,45.0793241999927,45.0793241999927,45.0793241999927,45.76340270001674,r,1,0.6709505000035278,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,28,0,7,b,1,0.5427617999957874,None,7,0,28,3,45.78156860003946,,,,,45.76830900000641,45.78156860003946,46.26272030000109,46.26272030000109,46.26272030000109,46.812855900032446,b,1,0.5427617999957874,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,29,1,7,r,1,0.8799014000105672,None,7,1,29,0,46.83168410003418,,,,,46.816757900000084,46.83168410003418,47.312619300035294,47.312619300035294,47.312619300035294,48.19601810001768,r,1,0.8799014000105672,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,30,2,7,b,1,1.1232521000201814,None,7,2,30,1,48.21486000000732,,,,,48.19684230000712,48.21486000000732,48.695428500010166,48.695428500010166,48.695428500010166,49.829209199990146,b,1,1.1232521000201814,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,31,3,7,r,1,1.2557729000109248,None,7,3,31,2,49.847772800014354,,,,,49.833474899991415,49.847772800014354,50.32833759998903,50.32833759998903,50.32833759998903,51.59584690001793,r,1,1.2557729000109248,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,32,0,8,b,1,0.9487227999488823,None,8,0,32,1,51.614282199996524,,,,,51.60015439998824,51.614282199996524,52.09528519999003,52.09528519999003,52.09528519999003,53.04571219999343,b,1,0.9487227999488823,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,33,1,8,r,1,1.3316135999630205,None,8,1,33,0,53.06444540002849,,,,,53.04653650004184,53.06444540002849,53.545010400004685,53.545010400004685,53.545010400004685,54.87890810001409,r,1,1.3316135999630205,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,34,2,8,r,1,0.867819499981124,None,8,2,34,2,54.897212699986994,,,,,54.882805400004145,54.897212699986994,55.378137100022286,55.378137100022286,55.378137100022286,56.261573099996895,r,1,0.867819499981124,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,35,3,8,b,1,0.85083939996548,None,8,3,35,3,56.28061760001583,,,,,56.26242129999446,56.28061760001583,56.76114429999143,56.76114429999143,56.76114429999143,57.628649200021755,b,1,0.85083939996548,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,red,C,r,36,0,9,r,1,0.9260659999563359,None,9,0,36,0,57.647389899997506,,,,,57.632448000018485,57.647389899997506,58.127830900019035,58.127830900019035,58.127830900019035,59.06174520001514,r,1,0.9260659999563359,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,red,I,r,37,1,9,r,1,1.27346860000398,None,9,1,37,2,59.080013200000394,,,,,59.06607460003579,59.080013200000394,59.56093149998924,59.56093149998924,59.56093149998924,60.84425429999828,r,1,1.27346860000398,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
RED,blue,I,b,38,2,9,b,1,1.1852620000136085,None,9,2,38,1,60.863334199995734,,,,,60.84885350003606,60.863334199995734,61.34411820000969,61.34411820000969,61.34411820000969,62.54456980002578,b,1,1.1852620000136085,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
BLUE,blue,C,b,39,3,9,b,1,0.9667430000263266,None,9,3,39,3,62.56301500002155,,,,,62.549597100005485,62.56301500002155,63.04373350000242,63.04373350000242,63.04373350000242,64.01107489998685,b,1,0.9667430000263266,None,,,,,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01125560002401,64.0265919000376,65.02707150002243,65.01022390002618,819551,001,2025-08-24_14h36.05.683,Stroop Task,,2025.1.1,59.895948767376524,2025-08-24 14h36.11.109095 +0530,
